Count,Artist,Year,streams,Song,released_month,released_day,in_spotify_playlists,in_spotify_charts,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
2,"Coldplay, BTS",2021,1061966512,My Universe,9,24,6127,13,0,0,0,0,0,105,A,Major,58,42,68,1,0,14,4
1,Morgan Wallen,2023,32526947,Devil Donï¿½ï¿½ï¿½,3,3,166,0,2,10,0,0,0,125,NA,Major,53,32,66,38,0,9,3
1,ROSALï¿½,2023,124988687,LLYLM,1,27,1838,0,105,41,114,1,59,170,F#,Minor,56,56,63,13,0,19,27
3,"Sam Smith, Calvin Harris, Jessie Reyez",2023,103787664,I'm Not Here To Make Friends,1,27,1890,0,86,1,49,0,9,115,NA,Major,70,84,90,17,0,41,6
1,P!nk,2023,134255790,TRUSTFALL,1,27,2098,16,88,24,101,7,451,122,G#,Major,64,25,89,0,0,15,9
1,LE SSERAFIM,2022,301051721,ANTIFRAGILE,10,17,761,12,23,95,11,0,3,105,A#,Minor,88,82,80,8,0,11,8
1,PinkPantheress,2022,156338624,Boy's a liar,11,30,1225,0,27,0,28,13,0,133,F,Major,66,74,84,25,0,21,4
2,"TAEYANG, Jimin",2023,152850295,VIBE (feat. Jimin of BTS),1,13,415,2,15,40,21,1,15,100,NA,Major,79,60,68,7,0,26,4
1,SZA,2022,309653982,Shirt,10,28,3469,0,71,95,31,0,2,120,D#,Minor,82,55,45,15,3,9,10
1,Rihanna,2022,297328960,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,10,28,3311,0,129,31,212,1,41,177,A,Major,25,17,30,90,0,13,3
1,Lil Nas X,2022,332506354,STAR WALKIN' (League of Legends Worlds Anthem),9,22,2616,0,113,17,208,0,192,142,D,Minor,64,31,72,15,0,9,5
1,Beach Weather,2016,480507035,"Sex, Drugs, Etc.",11,4,3006,16,47,60,87,12,124,144,E,Minor,57,47,84,1,1,52,4
2,"Halsey, BTS",2019,1065580332,Boy With Luv (feat. Halsey),4,12,4260,0,113,92,259,0,1,120,B,Minor,65,80,86,9,0,19,10
1,Baby Tate,2016,122763672,"Hey, Mickey!",9,27,482,0,9,1,12,4,3,135,D,Major,92,73,51,55,0,15,6
1,Rï¿½ï,2022,445763624,Calm Down,2,9,4013,10,107,44,750,22,NA,107,B,Major,81,82,78,38,0,12,4
6,"Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",2022,1365184,Jhoome Jo Pathaan,12,22,138,4,13,78,2,0,0,105,G,Major,82,62,74,10,0,33,7
2,"RAYE, 070 Shake",2022,184308753,Escapism. - Sped Up,11,25,1368,0,12,1,11,0,8,108,F#,Minor,44,38,77,9,0,9,20
1,Beach House,2015,789753877,Space Song,1,1,17852,4,69,76,335,0,NA,147,NA,Minor,51,62,79,22,13,14,3
3,"BTS, Jung Kook, FIFA Sound",2022,323358833,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],11,20,889,20,11,78,35,0,21,115,NA,Major,71,34,88,16,0,44,4
2,"Shakira, Rauw Alejandro",2022,606361689,Te Felicito,4,21,4796,9,124,66,212,13,1,174,F,Major,70,57,64,23,0,8,32
3,"Steve Aoki, Tini, La Joaqui",2023,120972253,Muï¿½ï¿½,1,12,658,6,33,7,53,2,0,90,A#,Minor,68,83,71,3,0,31,8
1,Billie Eilish,2022,338564981,TV,7,21,3009,2,68,89,65,0,25,141,E,Minor,41,9,25,84,1,14,4
1,Sam Smith,2014,1606986953,I'm Not The Only One,1,1,17492,3,136,24,1959,0,30,82,F,Major,68,50,49,56,0,8,4
1,Conan Gray,2020,1301799902,Heather,3,20,6170,7,82,1,231,0,2,92,F,Major,47,25,43,62,0,32,3
6,"Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",2022,140187018,"Besharam Rang (From ""Pathaan"")",12,12,130,4,21,79,2,0,0,116,G#,Minor,77,65,80,6,0,15,4
2,"Calvin Harris, Dua Lipa",2017,1897517891,One Kiss (with Dua Lipa),6,2,27705,10,537,122,2726,6,NA,124,A,Minor,79,59,86,4,0,8,11
1,TOMORROW X TOGETHER,2023,107642809,Sugar Rush Ride,1,27,359,0,12,56,13,0,13,125,A#,Minor,71,83,89,1,0,17,9
1,BLACKPINK,2022,551305895,Pink Venom,8,19,1963,16,57,119,77,1,13,90,NA,Major,80,71,69,2,0,27,10
3,"Drake, Future, Tems",2022,556585270,WAIT FOR U (feat. Drake & Tems),4,27,5491,14,128,84,75,0,35,83,C#,Major,46,34,64,31,0,7,34
1,Dua Lipa,2019,2303033973,Don't Start Now,10,31,27119,0,532,77,1535,3,8,124,B,Minor,79,68,79,1,0,10,8
1,Mr.Kitty,2014,646886885,After Dark,8,8,1776,14,1,9,3,0,0,140,G#,Major,58,4,60,7,41,8,3
2,"Gustavo Mioto, Mari Fernandez",2022,222612678,Eu Gosto Assim - Ao Vivo,9,16,1473,4,27,64,66,1,4,154,NA,Major,64,61,91,15,0,72,4
2,"Jack Harlow, Lil Nas X",2021,1814349763,INDUSTRY BABY (feat. Jack Harlow),7,23,13315,0,300,47,690,0,NA,150,D#,Minor,74,89,70,2,0,5,6
1,Elley Duhï¿,2020,872137015,MIDDLE OF THE NIGHT,1,10,4057,8,78,21,240,1,52,186,E,Minor,41,9,61,2,0,12,5
1,Seafret,2015,571386359,Atlantis,4,22,3045,6,43,53,134,1,32,166,G#,Minor,40,23,48,5,0,12,3
2,"Baby Rasta, Rauw Alejandro",2022,304079786,PUNTO 40,9,22,3006,12,54,32,66,2,0,107,NA,Major,87,20,83,0,4,31,9
3,"DJ Escobar, MC MENOR SG, MC MENOR HR",2022,174006928,Evoque Prata,9,9,852,0,14,1,50,0,0,87,G,Major,87,52,52,31,0,28,24
1,Dean Lewis,2022,284785823,How Do I Say Goodbye,8,5,2163,15,72,97,58,0,154,82,G#,Major,40,39,64,21,0,7,7
1,SZA,2022,163284000,Blind,12,9,1484,0,22,51,12,0,0,114,A,Minor,46,60,28,91,0,21,4
1,Joji,2022,246390068,Die For You,11,4,1703,0,38,45,36,16,0,148,G#,Major,47,15,52,38,13,29,5
1,Central Cee,2022,482257456,Doja,7,20,4169,44,57,44,183,1,11,140,F#,Major,91,97,57,38,0,40,29
1,Bellakath,2022,168684524,Gatita,10,3,1054,0,9,0,15,0,1,101,G,Major,90,76,81,15,24,33,6
3,"Skrillex, Flowdan, Fred again..",2022,78489819,Rumble,1,17,2849,0,39,45,27,0,1,140,C#,Minor,81,6,84,5,23,6,6
3,"Travis Scott, 21 Savage, Metro Boomin",2022,195516622,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],12,2,1602,0,12,22,12,0,2,88,G,Minor,49,24,66,19,0,18,29
1,Bad Bunny,2021,1260594497,Yonaguni,6,4,9644,28,120,86,164,4,0,180,C#,Major,64,44,65,28,0,14,12
1,Nicki Minaj,2022,428685680,Super Freaky Girl,8,12,4827,0,104,17,76,9,2,133,D,Major,95,91,89,6,0,31,24
1,Kate Bush,1985,1024858327,Running Up That Hill (A Deal With God),9,16,21811,0,117,1,676,3,0,108,A#,Minor,63,20,55,72,0,6,6
1,Aerosmith,1973,838586769,Dream On,1,5,168,0,0,0,5,0,0,80,F,Minor,39,24,43,39,0,23,3
1,Freddie Dredd,2022,199386237,Limbo,8,11,688,0,14,1,17,0,2,75,B,Minor,80,46,62,3,6,11,46
2,"Lost Frequencies, Calum Scott",2021,972509632,Where Are You Now,7,30,10565,44,238,122,557,17,58,121,F#,Minor,67,26,64,52,0,17,10
2,"Twisted, Oliver Tree",2022,213438580,WORTH NOTHING,9,28,1612,0,34,54,34,0,2,140,D,Minor,58,17,62,18,0,20,8
1,Ed Sheeran,2020,1555511105,Bad Habits,9,3,12755,8,344,97,945,15,NA,126,B,Minor,81,59,90,5,0,36,3
1,Kenshi Yonezu,2022,210038833,KICK BACK,10,12,574,4,38,101,26,0,0,102,C#,Major,58,29,94,0,0,9,11
1,Omar Apollo,2022,227918678,Evergreen (You Didnï¿½ï¿½ï¿½t Deserve Me A,4,8,2499,0,70,0,49,0,0,82,A,Major,70,31,34,60,1,11,4
1,SZA,2020,826623384,Good Days,12,24,10426,2,133,109,182,1,10,121,C#,Minor,46,53,78,23,0,72,6
2,"Dua Lipa, DaBaby",2020,1802514301,Levitating (feat. DaBaby),3,27,15894,8,198,13,544,0,60,103,F#,Minor,70,92,83,1,0,7,6
1,Doja Cat,2021,1329090101,Woman,6,25,9424,0,202,50,463,4,NA,108,F,Minor,82,88,76,9,0,12,9
1,Hotel Ugly,2022,181831132,Shut up My Moms Calling - (Sped Up),9,14,713,7,2,4,6,0,0,85,F,Minor,65,36,47,31,0,12,10
2,"James Hype, Miggy Dela Rosa",2022,462791599,Ferrari,3,14,7758,28,173,79,175,0,168,125,C#,Minor,84,70,69,1,0,5,5
1,Taylor Swift,2022,348647203,"You're On Your Own, Kid",10,21,2537,2,8,18,20,0,1,120,D,Major,69,40,39,41,0,13,6
3,"Pritam, Arijit Singh, Amitabh Bhattacharya",2022,366599607,"Kesariya (From ""Brahmastra"")",7,17,292,6,26,98,4,0,0,94,NA,Major,58,44,57,57,0,10,3
3,"Styrx, utku INC, Thezth",1930,90598517,Agudo Mï¿½ï¿½gi,1,1,323,0,4,0,14,0,0,130,F#,Minor,65,49,80,22,4,7,5
2,"Maroon 5, Wiz Khalifa",2012,1479264469,Payphone,1,1,14143,4,56,38,1891,1,NA,110,E,Major,74,51,74,2,0,29,4
1,Mariah Carey,1994,1449779435,All I Want for Christmas Is You,10,28,25653,0,387,132,2094,0,NA,150,G,Major,34,33,63,16,0,7,4
1,Wham!,1984,1159176109,Last Christmas,1,1,22153,0,274,111,1302,0,NA,107,B,Minor,74,88,65,28,0,46,3
1,Brenda Lee,1958,769213520,Rockin' Around The Christmas Tree,1,1,14994,0,191,168,206,0,NA,140,G#,Major,70,85,41,71,0,45,5
1,Bobby Helms,1957,741301563,Jingle Bell Rock,1,1,10326,0,165,99,104,0,NA,119,D,Major,74,78,37,84,0,6,3
1,Michael Bublï¿,2011,807561936,It's Beginning To Look A Lot Like Christmas,10,14,12353,0,35,0,549,0,0,93,E,Major,35,38,23,91,0,29,3
1,Ariana Grande,2013,834129063,Santa Tell Me,12,13,9408,0,231,106,439,0,NA,133,G,Major,46,53,63,5,0,30,18
1,Andy Williams,1963,663832097,It's the Most Wonderful Time of the Year,10,14,8879,0,182,107,160,0,1,202,G,Major,24,76,60,77,0,12,4
1,Dean Martin,1959,446390129,Let It Snow! Let It Snow! Let It Snow!,11,16,6512,0,88,1,277,0,0,134,C#,Major,45,72,24,91,0,18,4
1,Sia,2017,690104769,Snowman,1,1,5140,0,85,110,500,0,NA,105,C#,Major,72,33,51,48,0,9,3
1,Kelly Clarkson,2013,485285717,Underneath the Tree,10,25,6596,0,144,99,251,0,0,160,G#,Major,51,69,81,0,0,21,5
1,Josï¿½ï¿½ Felic,1970,520034544,Feliz Navidad,11,1,3788,0,21,3,10,0,0,148,D,Major,50,96,82,47,0,34,4
1,Michael Bublï¿,2011,476244795,Holly Jolly Christmas,10,14,7655,0,5,0,291,0,0,151,G,Major,65,70,47,87,0,9,4
1,Justin Bieber,2011,629173063,Mistletoe,1,1,9577,0,195,111,310,0,0,162,F#,Minor,67,88,54,51,0,9,4
1,The Ronettes,1963,404664135,Sleigh Ride,11,22,10114,0,114,74,262,0,0,92,D,Major,53,84,77,40,0,32,3
1,SZA,2022,98709329,Seek & Destroy,12,9,1007,0,5,31,1,0,0,152,C#,Major,65,35,65,44,18,21,7
1,SZA,2022,110849052,Love Language,12,9,1127,0,16,63,8,0,0,65,A,Minor,71,55,26,85,0,13,8
4,"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",1971,460492795,Happy Xmas (War Is Over),12,1,10829,0,130,1,390,0,0,147,D,Major,33,39,61,32,0,77,3
2,"SZA, Don Toliver",2022,94005786,Used (feat. Don Toliver),12,8,1042,0,7,29,3,0,0,150,A#,Minor,73,71,69,53,0,32,9
1,Burl Ives,1952,395591396,A Holly Jolly Christmas - Single Version,1,1,7930,0,108,120,73,0,0,140,NA,Major,67,81,36,64,0,15,3
1,Nat King Cole,1946,389771964,The Christmas Song (Merry Christmas To You) - Remastered 1999,11,1,11500,0,140,72,251,0,0,139,C#,Major,36,22,15,84,0,11,4
1,Paul McCartney,1979,403939487,Wonderful Christmastime - Edited Version / Remastered 2011,11,16,1685,0,1,0,29,0,0,95,B,Major,75,74,58,36,0,9,3
1,Band Aid,1984,481697415,Do They Know It's Christmas? - 1984 Version,11,25,14169,0,209,30,449,0,0,115,NA,Major,60,23,57,0,2,27,3
2,"SZA, Phoebe Bridgers",2022,110073250,Ghost in the Machine (feat. Phoebe Bridgers),12,9,1634,0,16,20,4,0,0,125,F#,Major,62,59,43,84,3,11,5
1,SZA,2022,88092256,Special,12,9,906,0,6,21,3,0,0,76,NA,Major,60,19,20,78,0,11,5
1,Shakin' Stevens,1984,351636786,Merry Christmas Everyone,1,1,1087,0,90,35,5,0,0,101,C#,Minor,72,91,87,14,0,13,3
2,"Frank Sinatra, B. Swanson Quartet",1950,473248298,Let It Snow! Let It Snow! Let It Snow!,1,1,10585,0,126,108,406,0,0,143,D,Major,60,86,32,88,0,34,6
1,SZA,2022,73981293,SOS,12,9,827,0,6,18,1,0,0,119,G,Minor,51,51,66,67,0,9,23
2,"SZA, Travis Scott",2022,155653938,Open Arms (feat. Travis Scott),12,8,1420,4,13,87,17,0,46,78,A,Major,67,22,59,76,1,15,16
3,"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",1942,395591396,White Christmas,1,1,11940,0,73,79,123,0,0,96,A,Major,23,19,25,91,0,40,3
1,Chris Rea,1986,429504768,Driving Home for Christmas - 2019 Remaster,1,1,888,0,50,0,6,0,0,180,A,Major,51,87,58,36,0,18,4
1,Darlene Love,1963,242767149,Christmas (Baby Please Come Home),11,22,9122,0,121,58,212,0,0,126,D#,Major,34,35,76,39,0,8,5
1,SZA,2022,65362788,Gone Girl,12,9,892,0,3,17,2,0,0,150,F,Major,43,42,44,57,0,15,6
1,SZA,2022,67540165,F2F,12,9,989,0,5,9,1,0,0,90,D,Major,53,47,74,9,0,34,4
1,SZA,2022,62019074,Notice Me,12,9,819,0,14,22,0,0,0,160,F,Major,72,78,68,28,0,11,12
2,"Ed Sheeran, Elton John",2017,135723538,Merry Christmas,11,10,2209,0,72,90,141,0,0,114,NA,Major,59,60,94,24,0,10,4
3,"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",1958,295998468,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),1,1,6290,0,89,39,158,0,0,113,G,Major,73,72,32,77,0,15,5
1,Britney Spears,2000,261116938,My Only Wish (This Year),11,7,6952,0,115,53,286,0,0,147,NA,Major,67,69,72,17,0,19,3
2,"Mabel Matiz, Mert Demir",2022,136689549,Antidepresan,11,4,313,2,10,6,7,1,9,100,B,Minor,70,92,59,3,0,10,3
1,RM,2022,135611421,Wild Flower (with youjeen),12,2,353,2,2,74,14,0,2,155,G#,Major,49,42,77,3,0,12,9
1,SZA,2021,356709897,I Hate U,12,3,4094,0,66,96,43,0,0,107,G,Minor,54,41,39,51,0,11,16
2,"Travis Scott, Metro Boomin",2022,110649992,Raindrops (Insane) [with Travis Scott],12,2,880,0,3,7,10,0,0,112,G#,Major,80,15,54,9,0,38,5
1,ThxSoMch,2022,301869854,SPIT IN MY FACE!,10,31,573,0,1,0,18,0,24,166,C#,Major,70,57,57,9,20,11,7
1,Nat King Cole,1959,127027715,Deck The Hall - Remastered 1999,1,1,3299,0,65,39,41,0,0,107,F#,Minor,69,96,36,81,0,8,4
1,SZA,2022,57144458,Smoking on my Ex Pack,12,9,811,0,6,11,3,0,0,81,G#,Major,47,33,68,24,0,22,38
1,SZA,2022,56870689,Conceited,12,9,899,0,2,14,2,0,0,150,C#,Major,79,77,46,5,0,11,7
2,"Taylor Swift, Lana Del Rey",2022,323437194,Snow On The Beach (feat. Lana Del Rey),10,21,2415,0,33,57,30,0,11,110,A,Major,66,19,32,69,0,12,4
1,Taylor Swift,2022,317726339,Maroon,10,21,2304,0,12,16,14,0,0,108,G,Major,64,4,40,6,0,10,6
4,"Dj LK da Escï¿½ï¿½cia, Tchakabum, mc jhenny, M",2022,116144341,Tubarï¿½ï¿½o Te,9,28,1003,0,21,0,44,0,0,130,E,Minor,89,48,74,30,0,7,36
1,Taylor Swift,2022,328207708,Bejeweled,10,21,2699,0,39,35,22,2,0,164,G,Major,70,39,56,6,0,9,7
2,"Bad Bunny, Jhay Cortez",2022,608228647,Tarot,5,6,2482,20,27,77,22,2,0,114,B,Minor,80,42,68,2,0,66,4
2,"Gwen Stefani, Blake Shelton",2005,180577478,You Make It Feel Like Christmas (feat. Blake Shelton),9,20,2577,0,108,56,30,0,0,93,F,Major,63,93,88,1,0,12,4
2,"Chencho Corleone, Rauw Alejandro",2021,809306935,Desesperados,6,25,6821,34,83,58,128,7,0,90,C#,Minor,87,51,69,36,0,9,8
1,SZA,2022,49262961,Too Late,12,8,714,0,0,9,2,0,0,128,B,Major,45,35,68,78,0,39,8
2,"Bad Bunny, Rauw Alejandro",2022,614555082,Party,5,6,3185,4,38,64,37,3,36,97,A,Major,83,47,80,2,0,24,9
1,Chuck Berry,1958,245350949,Run Rudolph Run - Single Version,1,1,8612,0,120,30,52,0,1,152,G,Minor,69,94,71,79,0,7,8
1,Frank Sinatra,1957,178660459,Jingle Bells - Remastered 1999,1,1,4326,0,32,3,65,0,0,175,G#,Major,51,94,34,73,0,10,5
1,SZA,2022,51641685,Far,12,9,680,0,2,15,1,0,0,116,D,Major,61,48,55,67,0,16,8
2,"John Legend, Metro Boomin",2022,78139948,On Time (with John Legend),12,2,398,0,2,2,6,0,2,80,F,Minor,33,51,59,76,0,44,6
2,"Maldy, Karol G",2022,322336177,GATï¿½ï¿½,8,25,3328,13,39,50,57,3,1,93,B,Minor,63,34,86,26,0,21,39
1,Gayle,2021,1007612429,ýýýabcdefu,8,13,7215,0,170,12,575,18,NA,122,E,Major,70,42,54,30,0,37,5
1,The Weeknd,2022,326792833,Sacrifice,1,7,4440,0,81,77,133,0,NA,122,G,Major,70,91,79,3,0,7,10
1,The Weeknd,2022,391251368,Is There Someone Else?,1,7,2881,6,13,89,34,0,3,135,A,Minor,70,60,58,4,0,16,3
3,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",2022,349585590,Fingers Crossed,1,5,2235,0,65,7,70,16,6,109,F,Major,60,45,47,62,0,31,5
1,The Weeknd,2022,339659802,Out of Time,1,7,3711,0,49,88,62,0,NA,93,NA,Minor,65,82,74,27,0,32,5
2,"Cherish, ACRAZE",2021,674772936,Do It To It,8,20,12403,0,183,63,465,0,11,125,B,Minor,85,64,81,2,5,7,9
7,"Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",2021,432719968,We Don't Talk About Bruno,11,19,2785,0,95,89,44,0,NA,206,NA,Minor,58,83,45,36,0,11,8
1,Farruko,2021,1309887447,Pepas,6,24,14114,17,252,109,965,20,NA,130,G,Major,76,44,77,1,0,13,3
1,The Weeknd,2022,119238316,How Do I Make You Love Me?,1,7,1915,0,7,47,15,0,0,121,G,Minor,80,62,51,2,0,9,8
1,The Weeknd,2022,116903579,Gasoline,1,7,2297,0,11,29,14,0,0,123,F#,Minor,74,35,73,0,0,21,5
1,Jaymes Young,2017,888046992,Infinity,6,23,4375,0,24,0,396,0,0,122,B,Minor,67,50,67,15,0,30,4
1,The Weeknd,2022,200660871,Less Than Zero,1,7,2800,0,18,77,61,0,1,143,NA,Major,53,50,79,0,0,8,3
1,The Weeknd,2021,130655803,Take My Breath,8,6,2597,0,17,80,38,0,0,121,A#,Minor,70,35,77,1,0,26,4
1,Olivia Rodrigo,2021,1887039593,good 4 u,5,14,15563,6,259,55,461,1,NA,166,F#,Minor,56,68,66,28,0,11,18
3,"The Weeknd, Tyler, The Creator",2022,88103848,"Here We Goï¿½ï¿½ï¿½ Again (feat. Tyler, the Cr",1,7,1420,0,7,18,7,0,0,135,C#,Major,41,27,64,36,0,60,3
1,The Weeknd,2022,101114984,Best Friends,1,7,1292,0,3,18,14,0,0,87,E,Minor,49,49,59,44,0,35,21
2,"SZA, Doja Cat",2021,1575467011,Kiss Me More (feat. SZA),4,9,15867,0,382,65,497,0,12,111,G#,Major,77,74,66,30,0,13,3
2,"The Weeknd, Lil Wayne",2022,91656026,I Heard You're Married (feat. Lil Wayne),1,7,1178,0,9,10,9,0,0,110,D,Major,75,85,84,10,0,31,19
1,Doja Cat,2021,1042568408,Need To Know,6,11,6672,0,125,36,150,0,NA,130,C#,Major,66,19,61,30,0,9,7
1,Lil Nas X,2020,1735441776,MONTERO (Call Me By Your Name),9,18,12329,0,275,19,738,0,NA,179,G#,Minor,61,76,51,30,0,38,15
1,Ckay,2019,726837877,love nwantiti (ah ah ah),7,26,5669,2,74,0,262,14,NA,93,F,Minor,74,53,73,61,0,13,4
1,The Weeknd,2022,53933526,Dawn FM,1,7,811,0,1,8,6,0,0,78,A,Minor,27,10,49,62,0,49,5
1,Jessica Darrow,2021,267758538,Surface Pressure,11,19,1756,0,38,48,20,0,0,180,D,Major,65,37,58,2,0,4,31
1,The Weeknd,2022,74601456,Starry Eyes,1,7,1014,0,1,17,11,0,0,86,A,Minor,28,13,41,50,0,19,3
1,Lil Nas X,2021,920797189,THATS WHAT I WANT,9,17,7963,0,173,7,298,0,4,88,C#,Minor,74,55,85,1,0,5,22
2,"The Weeknd, Post Malone",2021,539595276,One Right Now (with The Weeknd),11,5,4771,0,68,18,75,0,1,97,C#,Major,68,72,78,4,0,7,5
1,Mï¿½ï¿½ne,2017,1367810478,Beggin,12,8,8559,0,183,64,964,9,75,134,B,Minor,71,59,80,13,0,36,5
2,"Aitana, zzoilo",2020,578207856,Mon Amour - Remix,9,21,3221,2,67,13,139,0,40,116,D,Major,75,36,76,12,0,10,10
3,"Julieta Venegas, Bad Bunny, Tainy",2021,775542072,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),10,5,3423,26,61,65,53,6,0,170,E,Minor,64,14,70,9,0,9,8
1,Lisa,2021,863625566,MONEY,9,10,2566,13,44,109,131,0,NA,140,C#,Minor,83,40,55,16,0,14,23
2,"Tiï¿½ï¿½sto, Ava",2021,656013912,The Motto,11,4,9151,6,240,107,268,0,5,118,G,Minor,75,46,76,3,0,9,4
1,Billie Eilish,2021,1056760045,Happier Than Ever,7,30,8476,0,138,133,283,0,NA,65,NA,Major,31,31,24,76,0,14,4
2,"The Weeknd, Swedish House Mafia",2021,611994237,Moth To A Flame (with The Weeknd),10,22,7495,17,114,172,284,2,NA,120,NA,Minor,56,16,67,0,0,11,4
2,"Juan Cruz Toledo, Huilen Toledo",2021,1230855859,traitor,5,21,5257,6,85,43,134,0,NA,176,D#,Major,29,12,33,68,0,12,5
1,BoyWithUke,2021,582981380,Toxic,9,10,1795,0,34,23,118,0,NA,180,G#,Minor,59,69,61,84,0,46,36
1,Olivia Rodrigo,2021,1858144199,drivers license,1,8,12685,3,185,61,485,0,NA,144,A#,Major,59,21,43,76,0,10,7
3,"Xamï¿½ï¿½, Gustah, Neo B",2021,240684449,Malvadï¿½ï¿,11,30,648,1,14,3,81,0,0,133,F#,Minor,82,52,61,38,0,14,27
1,Taylor Swift,2021,583687007,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),11,12,4635,5,50,49,30,1,2,93,NA,Major,63,21,52,28,0,9,3
1,The Weeknd,2022,63803529,Donï¿½ï¿½ï¿½t Break My,1,7,1184,0,1,5,6,0,0,122,A#,Major,77,25,62,34,0,23,3
1,Adele,2021,466214729,Oh My God,11,19,4431,0,105,7,199,0,0,88,C#,Major,53,55,73,9,0,3,5
4,"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",2022,236940480,Entre Nosotros (Remix) [con Nicki Nicole],1,5,759,3,32,0,12,0,0,170,F,Minor,70,61,44,40,0,37,4
1,The Weeknd,2022,41924466,A Tale By Quincy,1,7,733,0,0,2,2,0,0,94,F,Minor,46,55,50,71,0,10,11
1,Emmy Meli,2021,225259194,I AM WOMAN,11,18,2795,0,45,0,107,0,0,170,A#,Major,65,46,47,12,0,13,16
3,"Justin Quiles, Lenny Tavï¿½ï¿½rez, BL",2021,393230256,Medallo,10,27,2780,2,54,21,57,1,0,90,E,Minor,79,79,70,57,0,66,8
1,Shawn Mendes,2021,287201015,It'll Be Okay,12,1,1950,0,56,8,104,0,10,78,G,Major,40,7,29,62,0,9,3
1,The Neighbourhood,2018,599770206,Softcore,3,9,3947,12,33,102,93,0,30,94,D,Major,57,36,58,5,0,15,3
1,Kodak Black,2021,342779426,Super Gremlin,10,30,2551,0,52,15,35,0,1,73,D,Major,83,11,41,0,0,36,14
2,"Aventura, Bad Bunny",2021,673801126,Volvï¿,8,3,5375,10,138,24,133,0,1,176,C#,Major,73,79,86,42,0,7,18
1,Rauw Alejandro,2020,1168642797,Todo De Ti,11,2,11975,8,188,75,268,6,16,128,D#,Minor,81,57,63,40,1,10,4
3,"Ckay, AX'EL, Dj Yo!",2019,540539717,Love Nwantiti - Remix,8,30,2696,0,42,2,57,0,NA,120,G#,Major,58,44,60,44,9,5,6
3,"Bruno Mars, Anderson .Paak, Silk Sonic",2021,383550148,Smokin Out The Window,11,5,4963,0,63,40,76,0,0,82,D,Major,63,85,62,6,0,35,4
3,"THE ANXIETY, Willow, Tyler Cole",2020,530511203,Meet Me At Our Spot,3,13,6734,0,47,14,90,0,1,95,D,Major,77,40,47,2,0,9,3
1,The Weeknd,2022,37307967,Every Angel is Terrifying,1,7,715,0,0,1,2,0,0,118,NA,Major,44,52,94,11,0,4,29
1,Sebastian Yatra,2021,510876816,Tacones Rojos,10,22,3047,9,77,31,85,5,28,123,B,Minor,75,93,86,8,0,14,3
3,"Justin Bieber, Daniel Caesar, Giveon",2021,1445941661,Peaches (feat. Daniel Caesar & Giveon),3,19,14140,0,231,52,612,6,NA,90,NA,Major,63,49,68,38,0,42,18
2,"Bad Bunny, Jhay Cortez",2020,1763363713,Dakiti,10,30,11215,21,189,166,525,9,25,110,E,Minor,73,14,57,40,0,11,5
2,"Bizarrap, Tiago pzk",2021,374191487,"Tiago PZK: Bzrp Music Sessions, Vol. 48",12,29,1678,12,20,4,15,1,3,96,C#,Minor,66,76,82,47,0,10,32
1,Stromae,2022,108809090,Lï¿½ï¿½ï¿,1,9,2035,0,41,122,394,0,2,88,D,Minor,56,58,55,35,0,23,11
3,"Chris Brown, Rvssian, Rauw Alejandro",2021,436695353,Nostï¿½ï¿½l,9,8,2780,2,86,76,59,0,16,98,A,Minor,73,60,85,17,0,24,5
3,"NEIKED, Mae Muller, Polo G",2021,421040617,Better Days (NEIKED x Mae Muller x Polo G),9,24,4091,0,105,2,73,13,1,110,NA,Minor,72,67,68,0,0,14,4
1,Oliver Tree,2020,501541661,Life Goes On,7,17,2868,0,43,15,116,0,NA,80,NA,Major,70,57,49,19,0,12,8
3,"Kali Uchis, Amaarae, Moliy",2021,354065229,Sad Girlz Luv Money Remix (feat. Kali Uchis),9,16,3643,0,69,3,70,0,3,110,C#,Minor,86,31,53,43,0,11,6
1,BTS,2021,1143647827,Butter,5,21,4779,6,180,135,223,0,5,110,G#,Major,79,70,36,0,0,6,11
3,"Young Thug, Future, Gunna",2022,311395144,pushin P (feat. Young Thug),1,7,3517,0,54,28,43,0,0,78,C#,Minor,77,49,42,1,1,13,19
